DataSet,Title,Organism,Platform,Series,samples
GDS5216,Age effect on the skeletal muscle,Homo sapiens,GPL570,GSE25941,36
GDS4883,Liver response to a metformin supplemented high fat diet deficient in methionine and choline,Mus musculus,GPL1261,GSE35961,12
GDS4573,Transactive response DNA-binding Protein (TDP-1) loss-of-function mutants,Caenorhabditis elegans,GPL200,GSE34113,6
GDS4412,Dietary fatty acid composition effect on vastus lateralis muscle,Homo sapiens,GPL6244,GSE31901,56
GDS4453,Wild type embryonic tooth germ tissue,Mus musculus,GPL1261,GSE32334,6
GDS4452,Wild type embryonic lens development,Mus musculus,GPL1261,GSE32334,13
GDS4096,Mutant p53 depletion effect on MDA-468.shp53 breast tumor cell line,Homo sapiens,GPL6244,GSE31812,6
GDS4884,Lysyl oxidase-like 2 depletion effect on MDA-MB-231 cells,Homo sapiens,GPL6244,GSE35600,6
GDS4803,Interleukin-17A effect on primary airway smooth muscle cells from asthmatics,Homo sapiens,GPL6244,GSE35643,12
GDS5032,Early postnatal nerve tissue response to acrylamide: sciatic nerve,Rattus norvegicus,GPL1355,GSE29004,4
GDS5031,Early postnatal nerve tissue response to acrylamide: spinal cord,Rattus norvegicus,GPL1355,GSE29004,4
GDS4612,Early postnatal nerve tissue response to acrylamide: cerebellum,Rattus norvegicus,GPL1355,GSE29004,4
GDS4885,Kruppel-like zinc finger protein ZNF217 overexpression effect on breast cancer cell line,Homo sapiens,GPL570,GSE35511,4
GDS4498,Transcription factor Nrf2 gain-of-function model: postnatal day 2.5 whole skin,Mus musculus,GPL1261,GSE35160,6
GDS4435,Serca2a effect on Dilated Cardiomyopathy iPSC-derived cardiomyocytes,Homo sapiens,GPL6244,GSE35108,8
GDS4312,Inherited dilated cardiomyopathy patient-specific induced pluripotent stem cells,Homo sapiens,GPL6244,GSE35108,9
GDS4234,Transgenic model Tg26 of HIV-Associated Nephropathy: kidney cortex,Mus musculus,GPL1261,GSE35226,12
GDS4233,Protein kinase HIPK2 overexpression effect on Human Embryonic Kidney cells,Homo sapiens,GPL6244,GSE35226,12
GDS3995,Developing testis and ovary,Mus musculus,GPL6246,GSE27715,91
GDS5213,Transcription factor c-MYC intron binding protein 1 overexpression effect on embryonic kidney cells,Homo sapiens,GPL6244,GSE26420,6
GDS4518,Monocyte-derived macrophage response to Mycobacterium avium subspecies paratuberculosis in vitro infection: time course,Bos taurus,GPL2112,GSE35185,48
GDS4606,Post-therapeutic relapse of psoriasis: whole skin punch biopsies,Homo sapiens,GPL571,GSE30768,14
GDS4124,Genetic reprogramming of prostate cancer-associated stromal cells,Homo sapiens,GPL570,GSE35373,6
GDS4502,Models of Neuronal Migration Defects: time course,Mus musculus,GPL1261,GSE35366,78
GDS4384,"p53 mutations in microsatellite-stable, stage III colorectal cancer",Homo sapiens,GPL570,GSE27157,10
GDS4123,"Isoflavone and 3,3’-diindolylmethane effect on C4-2B prostate cancer cells",Homo sapiens,GPL570,GSE35324,5
GDS4456,High-risk bladder cancer,Homo sapiens,GPL570,GSE31684,93
GDS4436,Sex effect on chronic coxsackievirus B3-induced myocarditis: heart,Mus musculus,GPL6246,GSE35182,12
GDS4311,Sex effect on acute coxsackievirus B3-induced myocarditis: heart,Mus musculus,GPL6246,GSE35182,12
GDS5520,Rosiglitazone effect on adipose progenitor cells,Mus musculus,GPL6887,GSE30116,6
GDS4519,Monozygotic twin pairs discordant for ulcerative colitis: intestinal biopsies,Homo sapiens,GPL570,GSE22619,20
GDS4497,Acute myeloid leukemia cell lines with high Ecotropic Viral Integration site 1 expression,Homo sapiens,GPL570,GSE35159,12
GDS4347,Pancreatic CD45+ immune cells from NOD model of type 1 diabetes,Mus musculus,GPL6246,GSE35096,5
GDS4490,Lmna G609G knock-in model of Hutchinson-Gilford Progeria Syndrome: liver,Mus musculus,GPL6246,GSE32609,6
GDS4812,High phosphate diet effect on the kidney,Rattus norvegicus,GPL1355,GSE31973,8
GDS4348,Transcription factor pancreatic and duodenal homeobox 1 deficiency effect on proximal small intestine,Mus musculus,GPL1261,GSE29048,8
GDS4259,Malawian children with mild malaria following an episode of severe malaria: peripheral whole blood,Homo sapiens,GPL6244,GSE33811,10
GDS4095,Tamoxifen effect on SRC-1-deficient endocrine-resistant breast cancer cell line LY2,Homo sapiens,GPL570,GSE28645,14
GDS4310,Protein kinase C (PKC)ζ knockout response to chronic angiotensin treatment in vivo: heart,Mus musculus,GPL1261,GSE29145,10
GDS4303,Notch1 overexpression model of T-cell acute lymphoblastic leukemia: double positive CD4+/8+ cells,Mus musculus,GPL1261,GSE34554,4
GDS4157,Dopaminergic neurotoxin MPTP-based Parkinson's disease risk model: brain regions,Mus musculus,GPL8321,GSE31458,29
GDS4800,H3K9me2 methyltransferase G9a depletion effect on breast cancer cell line,Homo sapiens,GPL6244,GSE34925,6
GDS5190,Ileocecal epithelial cell line response to Clostridium difficile toxins A and B: time course,Homo sapiens,GPL570,GSE29008,20
GDS4496,Wing disc response to Epidermal Growth Factor Receptor signaling perturbations,Drosophila melanogaster,GPL72,GSE34872,6
GDS4501,Acute myeloid leukemia with mutated nucleophosmin: bone marrow blasts (test set),Homo sapiens,GPL96,GSE34860,39
GDS4500,Acute myeloid leukemia with mutated nucleophosmin: bone marrow blasts (training set),Homo sapiens,GPL96,GSE34860,39
GDS4308,Prolonged cardiothoracic surgery effect on diaphragm,Homo sapiens,GPL570,GSE19533,10
GDS4140,Proteasomal inhibitor lactacystin effect on cortical neurons in vitro: time course (MG_U74Av2),Mus musculus,GPL81,GSE22465,6
GDS4138,Proteasomal inhibitor lactacystin effect on cortical neurons in vitro: time course (MG_U74A),Mus musculus,GPL32,GSE22465,4
GDS4144,High fat diet effect on prostate: dorsolateral prostate lobe,Mus musculus,GPL1261,GSE26464,9
GDS4143,High fat diet effect on prostate: ventral prostate lobe,Mus musculus,GPL1261,GSE26464,10
GDS5519,5-azacytidine effect on mesenchymal progenitor cell line,Mus musculus,GPL1261,GSE30192,6
GDS4802,WTX overexpression effect on kidney cell line,Homo sapiens,GPL570,GSE34715,4
GDS4579,Subchronic silicosis model: whole lung,Rattus norvegicus,GPL1355,GSE29110,6
GDS4492,FHH.Pkhd1 model of autosomal recessive polycystic kidney disease,Rattus norvegicus,GPL1355,GSE33056,12
GDS4481,Fetal liver hematopoietic stem cells heterozygous for CREB binding protein,Mus musculus,GPL1261,GSE18061,8
GDS4391,Ribavirin effect on uninfected hepatoma Huh7.5.1 cells,Homo sapiens,GPL570,GSE23031,6
GDS3973,Docetaxel resistant prostate cancer cell line,Homo sapiens,GPL570,GSE33455,12
GDS4552,Desiccation stress: time course,Anopheles gambiae...,GPL1321,GSE25433,19
GDS4522,Schizophrenia: postmortem superior temporal cortex,Homo sapiens,GPL570,GSE21935,42
GDS4521,Ischemic stroke: peripheral blood mononuclear cells,Homo sapiens,GPL570,GSE22255,40
GDS4520,Adrenocortical tumor progression model,Bos taurus,GPL2112,GSE32305,9
GDS4309,Polycomb histone methyltransferase Ezh2-deficient hearts: right ventricle and interventricular septum,Mus musculus,GPL6246,GSE30076,9
GDS4194,NZB/W model of systemic lupus erythematosus: renal macrophages,Mus musculus,GPL7546,GSE27045,17
GDS4423,Lung epithelium response to fungal allergen Alternaria,Mus musculus,GPL6246,GSE34764,6
GDS5189,LAMP3 depleted cell line response to interferon-alpha: time course,Homo sapiens,GPL10558,GSE29009,8
GDS4094,E2F transcription factor knockdown effect on Myc-induced mammary tumors,Mus musculus,GPL8321,GSE24594,80
GDS5210,CSN5 depletion effect on hepatocellular carcinoma cell lines,Homo sapiens,GPL6883,GSE26485,16
GDS4378,Ozone effect on G-protein double-null mutant leaves: time course,Arabidopsis thaliana,GPL198,GSE34667,27
GDS4493,Transcription factor Trps1 GATA-domain deletion effect on embryonic whisker pads,Mus musculus,GPL339,GSE33766,6
GDS4369,Normal colonic lamina propria macrophage and dendritic cell populations,Mus musculus,GPL6246,GSE27859,10
GDS4307,Post myocardial infarction heart: left ventricle,Sus scrofa,GPL3533,GSE27962,16
GDS4093,Anastrozole/Fulvestrant/Gefitinib neoadjuvant therapy of estrogen receptor positive breast cancer patients: tumor core biopsies,Homo sapiens,GPL570,GSE33658,22
GDS4280,BCL6 corepressor somatic mutation in acute myeloid leukemia with normal karyotype: Ficoll-enriched mononuclear cells,Homo sapiens,GPL570,GSE30442,24
GDS4121,Hepatocyte growth factor treatment of prostate cancer DU145 cell line: time course,Homo sapiens,GPL570,GSE16659,6
GDS4894,Resistance exercise training effect on the skeletal muscle,Homo sapiens,GPL570,GSE28998,14
GDS4589,Stage I endometrial cancer: microdissected frozen uterine tumors,Homo sapiens,GPL570,GSE17025,103
GDS4302,Gfi1b overexpression in a pro-B Abelson leukemia virus transformed cell line,Mus musculus,GPL6246,GSE33709,6
GDS4524,"Prenatal stress effect on serotonin transporter-deficient, female offspring: left hippocampus",Mus musculus,GPL1261,GSE26025,12
GDS4424,Acute Picornavirus-induced exacerbation in asthmatic children: nasal lavage cells,Homo sapiens,GPL6244,GSE30326,32
GDS4613,Maternal voluntary consumption model of fetal alcohol spectrum disorders: adult offspring brain,Mus musculus,GPL6246,GSE34305,10
GDS3946,Dexamethasone effect on cultured airway smooth muscle cells: time course,Homo sapiens,GPL6480,GSE34313,10
GDS5528,White adipose tissue development,Mus musculus,GPL6885,GSE29502,8
GDS3980,Type 2 Diabetes: arterial tissue,Homo sapiens,GPL571,GSE13760,21
GDS4244,Antibiotic-resistant Small Colony Variant,Pseudomonas aeruginosa,GPL84,GSE34141,12
GDS4120,Androgen deprivation effect on prostate xenograft tumor LuCaP35,Homo sapiens,GPL570,GSE33316,10
GDS4478,MYC-driven medulloblastoma model,Mus musculus,GPL1261,GSE34126,19
GDS5199,Silica-induced pulmonary toxicity: blood (part III),Rattus norvegicus,GPL6101,GSE27023,12
GDS5198,Silica-induced pulmonary toxicity: blood (part II),Rattus norvegicus,GPL6101,GSE27023,12
GDS5197,Silica-induced pulmonary toxicity: blood (part I),Rattus norvegicus,GPL6101,GSE27023,72
GDS5181,Glioma: platelets,Homo sapiens,GPL4133,GSE31095,20
GDS5033,Diencephalon response to short-term dietary zinc deficiency followed by zinc recovery,Rattus norvegicus,GPL1355,GSE31430,8
GDS4896,Asthma: white blood cells,Homo sapiens,GPL6244,GSE27011,54
GDS4614,Short-term dietary zinc deficiency effect on diencephalon,Rattus norvegicus,GPL1355,GSE31430,8
GDS4525,Aortic endothelial cell response to very high wall shear stress,Bos taurus,GPL2112,GSE29376,9
GDS4385,CD133-positive and CD133-negative colon cancer cells,Homo sapiens,GPL570,GSE34053,9
GDS4301,Acute myeloid leukemia CD34+CD38- cell population,Homo sapiens,GPL571,GSE34044,8
GDS4258,THP-1 macrophage-like cells response to W-Beijing Mycobacterium tuberculosis strains: time course,Homo sapiens,GPL570,GSE29628,40
GDS4232,HIV infection effect on interferon alpha 2-treated monocyte-derived macrophages: time course,Homo sapiens,GPL570,GSE30536,17
GDS4092,Breast cancer cell lines treated with methylated or unmethylated DNA oligos,Homo sapiens,GPL570,GSE22865,12
GDS4607,Psoriasis non-lesional skin response to interferon-γ,Homo sapiens,GPL571,GSE32407,60
GDS4537,CD11c+ dendritic cell depletion effect on Herpes simplex virus-1 infection of cornea,Mus musculus,GPL1261,GSE33991,4
GDS4091,Cancer stem cell population in highly metastatic variants of MDA-MB-231 breast cancer cell line,Homo sapiens,GPL6244,GSE25976,6
GDS5226,Age effect on adipocytes of the bone marrow and epididymis,Mus musculus,GPL6246,GSE25905,18
GDS4483,TGF-beta receptor type II knockdown effect on embryonic palatal tissue,Mus musculus,GPL1261,GSE22989,10
GDS4386,Ls174T colon cancer cell line response to Wnt signaling inhibition,Homo sapiens,GPL570,GSE18560,12
GDS4300,PICALM-MLLT10 positive acute leukemia: mononuclear cells,Homo sapiens,GPL570,GSE30599,29
GDS4299,Early T-cell precursor acute lymphoblastic leukemia,Homo sapiens,GPL13158,GSE28703,52
GDS4411,cAMP agonist forskolin effect on INS-1 insulinoma cell line: time course,Rattus norvegicus,GPL6247,GSE31736,4
GDS4090,Proteasome inhibitor Bortezomib or proteasome subunit knockdown effect on MCF7 breast cancer cells,Homo sapiens,GPL14010,GSE31118,21
GDS4089,Proteasome inhibitor Bortezomib effect on MCF7 breast cancer cells,Homo sapiens,GPL10558,GSE30931,12
GDS4396,Unresectable colorectal cancer primary or metastatic lesions: test set,Homo sapiens,GPL570,GSE28702,29
GDS4393,Unresectable colorectal cancer primary or metastatic lesions: training set,Homo sapiens,GPL570,GSE28702,54
GDS4137,Nasu-Hakola disease model: DAP12 knockdown THP-1 clones,Homo sapiens,GPL6244,GSE33503,4
GDS5496,miR-365 expression effect on lung adenocarcinoma cell line,Homo sapiens,GPL6244,GSE33672,4
GDS4370,Effect of macrophage-specific peroxisome proliferator-activated receptor-gamma deficiency on induced inflammatory bowel disease,Mus musculus,GPL1261,GSE23421,6
GDS3941,Post-menopausal women: vaginal epithelium,Homo sapiens,GPL6244,GSE26761,10
GDS3998,Organophosphorus compound VX effect on hepatocytes: dose response,Homo sapiens,GPL570,GSE33606,15
GDS3942,Aging effect on bone marrow hematopoietic stem cells,Homo sapiens,GPL570,GSE32719,27
GDS3981,Resveratrol (resVida) effect on obese men: vastus lateralis muscle biopsies,Homo sapiens,GPL11532,GSE32357,20
GDS4149,Ataxin-1-Like deficiency effect on lung,Mus musculus,GPL11078,GSE29551,8
GDS4148,Ataxin-1 deficiency effect on lung,Mus musculus,GPL11078,GSE29551,6
GDS4526,Wfs1 deficiency model of Wolfram syndrome: hypothalamus,Mus musculus,GPL6246,GSE33372,18
GDS4088,Variable breast cancer tumor sample collection methods,Homo sapiens,GPL96,GSE25011,86
GDS4298,"Leukemia-specific fusion gene ETV6/RUNX1 knockdown effect on ETV6/RUNX1-positive, B-cell precursor acute lymphoblastic leukemia cell lines",Homo sapiens,GPL570,GSE29639,10
GDS4279,Early and advanced idiopathic pulmonary fibrosis: whole lung,Homo sapiens,GPL570,GSE24206,23
GDS4465,High grade astrocytoma patient survival: brain tumor,Homo sapiens,GPL570,GSE33331,26
GDS4615,Adult retina response to light,Rattus norvegicus,GPL1355,GSE29299,15
GDS5192,TGF-beta overexpression effect on skin fibroblasts in vitro: time course,Homo sapiens,GPL6104,GSE27165,8
GDS5191,Egr-1 overexpression effect on skin fibroblasts in vitro: time course,Homo sapiens,GPL6104,GSE27165,8
GDS4596,Colorectal cancer cell line SW480 response to Snail overexpression,Homo sapiens,GPL570,GSE14773,4
GDS4511,Primary colorectal cancer HT29 cell line colonospheres,Homo sapiens,GPL570,GSE14773,4
GDS4540,TRIF-deficient Herpes simplex encephalitis patient: peripheral blood mononuclear cell response to TLR agonists LPS and R-848,Homo sapiens,GPL10558,GSE32390,9
GDS4539,TRIF-deficient Herpes simplex encephalitis patient: fibroblast response to interleukin-1β and TLR3 agonist poly (I:C),Homo sapiens,GPL10558,GSE32390,18
GDS4586,Ozone effect on Interleukin-10 deficient lung: time course,Mus musculus,GPL8321,GSE25095,26
GDS4485,MYBL1 transcription factor knockout effect on testes,Mus musculus,GPL1261,GSE28025,18
GDS4166,Kupffer cell depletion effect on steatosis in the context of high-fat-diet-induced obesity,Mus musculus,GPL1261,GSE33044,4
GDS4491,Nonlesional atopic dermatitis skin,Homo sapiens,GPL570,GSE32924,33
GDS4297,MLL-rearranged infant acute lymphoblastic leukemia in vitro resistant to prednisolone,Homo sapiens,GPL570,GSE32962,43
GDS4807,IL-17C effect on keratinocytes: time course,Homo sapiens,GPL6480,GSE32620,16
GDS4431,Autistic children and their father’s age: peripheral blood lymphocytes,Homo sapiens,GPL570,GSE25507,146
GDS5034,Polybrominated diphenyl ether effect on the liver,Rattus norvegicus,GPL1355,GSE32156,30
GDS4489,Turner syndrome amniocyte derived-induced pluripotent stem cells,Homo sapiens,GPL6244,GSE32527,10
GDS4430,16p11.2 copy number variation models: various brain regions,Mus musculus,GPL6246,GSE32012,37
GDS4527,Atherosclerosis susceptibility model: macrophages,Mus musculus,GPL9734,GSE24342,20
GDS4460,Pimecrolimus and betamethasone valerate effects on lesional skin of actopic dermatitis,Homo sapiens,GPL570,GSE32473,30
GDS4296,NCI-60 cancer cell line panel,Homo sapiens,GPL570,GSE32474,174
GDS5247,Cisplatin-resistant non-small cell lung cancer cell line,Homo sapiens,GPL6244,GSE21656,6
GDS4085,Estrogen receptor-positive and -negative breast cancer tumors,Homo sapiens,GPL11097,GSE32394,19
GDS4084,Doxorubicin-resistant MCF-7/ADR breast cancer cells,Homo sapiens,GPL571,GSE24460,4
GDS4231,Antiretroviral therapy effect on brain of patients with HIV-associated neurocognitive disorders,Homo sapiens,GPL570,GSE28160,35
GDS4886,Histone deacetylase 3 deficiency effect on the heart,Mus musculus,GPL6246,GSE31251,8
GDS4608,Epidermal injury model,Homo sapiens,GPL570,GSE30355,30
GDS4479,Isolates from burn wound patients,Pseudomonas aeruginosa,GPL84,GSE23007,30
GDS4083,Lapatinib-resistant HER2-positive breast tumor cells,Homo sapiens,GPL570,GSE16179,18
GDS4593,Dystocic myometrium,Homo sapiens,GPL570,GSE32178,8
GDS4082,Trans-retinoic acid and hydrocortisone induction of Na+/I- symporter in MCF-7 breast cancer cells,Homo sapiens,GPL570,GSE32161,6
GDS4156,Parkinson's disease induced pluripotent stem cell model with triplication of the α-synuclein locus,Homo sapiens,GPL570,GSE30792,5
GDS4081,Effect of full-term pregnancy or hormone treatment on inguinal left mammary gland,Rattus norvegicus,GPL1355,GSE32125,15
GDS4594,Diabetic pregnancy effect on embryonic heart development,Mus musculus,GPL1261,GSE32078,12
GDS4295,Histone methyltransferase H3K79 Dot1l deletion effect on MLL-AF9 leukemia cells: time course,Mus musculus,GPL1261,GSE25911,26
GDS5500,Stem cell antigen-1 deficient mammary tumor,Mus musculus,GPL8321,GSE31954,4
GDS4371,DSS-induced colitis model response to enhanced siRNA targeting of Tumor necrosis factor α,Mus musculus,GPL6246,GSE31906,36
GDS4141,Alzheimer's disease: induced pluripotent stem cells with Presenilin 2 mutation (N141),Homo sapiens,GPL570,GSE28379,4
